Sat Mar 28 23:35:48 CET 2020: ---------Ö------------3-------------------------
Building population..
0 1000000 2000000 3000000 4000000 5000000 6000000 7000000 8000000 
Sat Mar 28 23:35:52 CET 2020: Datum, Betroffen, Erkrankt, Immun, Krankenhaus, Intensivstation, Gestorben, Positiv getestet, Gesamt getestet
30.01. , 251 , 251 , 0 , 0 , 0 , 0 , 0 , 1000 , false, 0, 0.30000000000000004
31.01. , 335 , 335 , 0 , 0 , 0 , 0 , 0 , 2000 , false, 1, 0.30000000000000004
01.02. , 440 , 440 , 0 , 0 , 0 , 0 , 0 , 3000 , false, 2, 0.30000000000000004
02.02. , 566 , 566 , 0 , 0 , 0 , 0 , 1 , 4000 , false, 3, 0.30000000000000004
03.02. , 726 , 726 , 0 , 0 , 0 , 0 , 2 , 5000 , false, 4, 0.30000000000000004
04.02. , 935 , 935 , 0 , 0 , 0 , 0 , 4 , 6000 , false, 5, 0.30000000000000004
05.02. , 1227 , 1227 , 0 , 0 , 0 , 0 , 6 , 7000 , false, 6, 0.30000000000000004
06.02. , 1594 , 1594 , 0 , 0 , 0 , 0 , 9 , 8000 , false, 7, 0.30000000000000004
07.02. , 2085 , 2085 , 0 , 6 , 0 , 0 , 13 , 9000 , false, 8, 0.30000000000000004
08.02. , 2690 , 2690 , 0 , 8 , 0 , 0 , 18 , 10000 , false, 9, 0.30000000000000004
09.02. , 3524 , 3522 , 2 , 4 , 4 , 0 , 28 , 11500 , false, 10, 0.30000000000000004
10.02. , 4558 , 4554 , 4 , 5 , 4 , 0 , 40 , 13000 , false, 11, 0.30000000000000004
11.02. , 5909 , 5905 , 4 , 10 , 4 , 0 , 56 , 14500 , false, 12, 0.30000000000000004
12.02. , 7659 , 7654 , 5 , 11 , 4 , 0 , 77 , 16000 , false, 13, 0.30000000000000004
13.02. , 9941 , 9934 , 7 , 11 , 7 , 0 , 104 , 17500 , false, 14, 0.30000000000000004
14.02. , 11699 , 11691 , 8 , 24 , 7 , 0 , 136 , 19000 , false, 15, 0.17599999999999993
15.02. , 13777 , 13767 , 10 , 33 , 8 , 0 , 173 , 20500 , false, 16, 0.17599999999999993
16.02. , 16230 , 16209 , 21 , 45 , 10 , 0 , 217 , 22000 , false, 17, 0.17599999999999993
17.02. , 19029 , 18753 , 276 , 60 , 8 , 2 , 268 , 23500 , false, 18, 0.17599999999999993
18.02. , 22318 , 21947 , 371 , 76 , 9 , 2 , 327 , 25000 , false, 19, 0.17599999999999993
19.02. , 26128 , 25639 , 489 , 102 , 13 , 2 , 443 , 27500 , false, 20, 0.17599999999999993
20.02. , 30596 , 29966 , 630 , 134 , 14 , 2 , 578 , 30000 , false, 21, 0.17599999999999993
21.02. , 35797 , 34991 , 806 , 175 , 21 , 4 , 736 , 32500 , false, 22, 0.17599999999999993
22.02. , 41782 , 40744 , 1038 , 209 , 30 , 4 , 920 , 35000 , false, 23, 0.17599999999999993
23.02. , 48769 , 47406 , 1363 , 231 , 44 , 5 , 1134 , 37500 , false, 24, 0.17599999999999993
24.02. , 56956 , 55205 , 1751 , 277 , 53 , 5 , 1383 , 40000 , false, 25, 0.17599999999999993
25.02. , 66349 , 64086 , 2263 , 330 , 59 , 5 , 1673 , 42500 , false, 26, 0.17599999999999993
26.02. , 77359 , 74460 , 2899 , 375 , 71 , 5 , 2009 , 45000 , false, 27, 0.17599999999999993
27.02. , 90063 , 86300 , 3763 , 431 , 83 , 7 , 2399 , 47500 , false, 28, 0.17599999999999993
28.02. , 104962 , 100142 , 4820 , 510 , 101 , 7 , 2851 , 50000 , false, 29, 0.17599999999999993
29.02. , 122081 , 115882 , 6199 , 604 , 114 , 8 , 3898 , 55000 , false, 30, 0.17599999999999993
01.03. , 141858 , 133859 , 7999 , 684 , 128 , 9 , 5108 , 60000 , false, 31, 0.17599999999999993
02.03. , 164488 , 154168 , 10320 , 788 , 151 , 13 , 6501 , 65000 , false, 32, 0.17599999999999993
03.03. , 190579 , 178466 , 12113 , 911 , 172 , 17 , 8114 , 70000 , false, 33, 0.17599999999999993
04.03. , 220512 , 206252 , 14260 , 1043 , 207 , 18 , 9978 , 75000 , false, 34, 0.17599999999999993
05.03. , 245210 , 228428 , 16782 , 1232 , 232 , 22 , 12042 , 80000 , false, 35, 0.12400000000000011
06.03. , 272166 , 252500 , 19666 , 1452 , 258 , 27 , 14324 , 85000 , false, 36, 0.12400000000000011
07.03. , 302050 , 278965 , 23085 , 1705 , 291 , 33 , 16845 , 90000 , false, 37, 0.12400000000000011
08.03. , 334840 , 307794 , 27046 , 1968 , 326 , 37 , 19626 , 95000 , false, 38, 0.12400000000000011
09.03. , 370544 , 338877 , 31667 , 2319 , 372 , 45 , 22688 , 100000 , false, 39, 0.12400000000000011
10.03. , 409884 , 372876 , 37008 , 2634 , 424 , 59 , 30101 , 111000 , false, 40, 0.12400000000000011
11.03. , 452864 , 409641 , 43223 , 3059 , 503 , 67 , 38244 , 122000 , false, 41, 0.12400000000000011
12.03. , 499762 , 449380 , 50382 , 3541 , 584 , 78 , 47177 , 133000 , false, 42, 0.12400000000000011
13.03. , 551117 , 492261 , 58856 , 3920 , 670 , 86 , 56963 , 144000 , false, 43, 0.12400000000000011
14.03. , 606763 , 538209 , 68554 , 4290 , 784 , 98 , 67662 , 155000 , false, 44, 0.12400000000000011
15.03. , 667095 , 587348 , 79747 , 4761 , 858 , 117 , 79338 , 166000 , false, 45, 0.12400000000000011
16.03. , 732634 , 640003 , 92631 , 5316 , 929 , 132 , 92061 , 177000 , false, 46, 0.12400000000000011
17.03. , 802774 , 695045 , 107729 , 5867 , 1000 , 154 , 105878 , 188000 , false, 47, 0.12400000000000011
18.03. , 878308 , 753210 , 125098 , 6509 , 1089 , 179 , 120851 , 199000 , false, 48, 0.12400000000000011
19.03. , 958791 , 813749 , 145042 , 7195 , 1165 , 208 , 137028 , 210000 , false, 49, 0.12400000000000011
20.03. , 1044941 , 876980 , 167961 , 7888 , 1267 , 237 , 171896 , 232000 , false, 50, 0.12400000000000011
21.03. , 1136713 , 942443 , 194270 , 8714 , 1351 , 276 , 209367 , 254000 , false, 51, 0.12400000000000011
22.03. , 1233477 , 1009086 , 224391 , 9635 , 1432 , 321 , 249487 , 276000 , false, 52, 0.12400000000000011
23.03. , 1336766 , 1087327 , 249439 , 10541 , 1584 , 354 , 292718 , 298000 , false, 53, 0.12400000000000011
24.03. , 1445921 , 1169075 , 276846 , 11545 , 1740 , 384 , 339199 , 320000 , false, 54, 0.12400000000000011
25.03. , 1445880 , 1138754 , 307126 , 12595 , 1896 , 425 , 384475 , 342000 , false, 55, 0.0
26.03. , 1445830 , 1105492 , 340338 , 13760 , 2033 , 475 , 428428 , 364000 , false, 56, 0.0
27.03. , 1445777 , 1069272 , 376505 , 14955 , 2180 , 528 , 470941 , 386000 , false, 57, 0.0
28.03. , 1445705 , 1029417 , 416288 , 16303 , 2339 , 600 , 511870 , 408000 , false, 58, 0.0
29.03. , 1445629 , 985958 , 459671 , 17743 , 2524 , 676 , 551071 , 430000 , false, 59, 0.0
30.03. , 1445552 , 938433 , 507119 , 19366 , 2722 , 753 , 593470 , 455000 , false, 60, 0.0
31.03. , 1445473 , 886430 , 559043 , 21031 , 2881 , 832 , 633520 , 480000 , false, 61, 0.0
01.04. , 1445398 , 830114 , 615284 , 22687 , 3123 , 907 , 671025 , 505000 , false, 62, 0.0
02.04. , 1445311 , 769083 , 676228 , 22153 , 3361 , 994 , 705773 , 530000 , false, 63, 0.0
03.04. , 1445207 , 702868 , 742339 , 21604 , 3594 , 1098 , 737529 , 555000 , false, 64, 0.0
04.04. , 1445107 , 633718 , 811389 , 21604 , 3260 , 1198 , 766161 , 580000 , false, 65, 0.0
05.04. , 1445006 , 559255 , 885751 , 21604 , 2875 , 1299 , 791429 , 605000 , false, 66, 0.0
06.04. , 1444888 , 479879 , 965009 , 21604 , 2482 , 1417 , 813110 , 630000 , false, 67, 0.0
