14.03. , 667525 , 597912 , 69613 , 4480 , 814 , 90 , 7795 , 155000 , false, 44, 0.12400000000000011
15.03. , 739557 , 658304 , 81253 , 5033 , 886 , 107 , 9191 , 166000 , false, 45, 0.12400000000000011
16.03. , 818867 , 724275 , 94592 , 5608 , 937 , 133 , 10727 , 177000 , false, 46, 0.12400000000000011
17.03. , 905320 , 794977 , 110343 , 6226 , 1029 , 150 , 12413 , 188000 , false, 47, 0.12400000000000011
18.03. , 1000984 , 872489 , 128495 , 6947 , 1144 , 172 , 14263 , 199000 , false, 48, 0.12400000000000011
19.03. , 1105208 , 955653 , 149555 , 7741 , 1207 , 215 , 16289 , 210000 , false, 49, 0.12400000000000011
20.03. , 1218867 , 1044803 , 174064 , 8620 , 1321 , 250 , 20720 , 232000 , false, 50, 0.12400000000000011
21.03. , 1342685 , 1140438 , 202247 , 9588 , 1408 , 280 , 25557 , 254000 , false, 51, 0.12400000000000011
22.03. , 1477868 , 1243044 , 234824 , 10618 , 1533 , 327 , 30829 , 276000 , false, 52, 0.12400000000000011
23.03. , 1625770 , 1364072 , 261698 , 11708 , 1727 , 360 , 36614 , 298000 , false, 53, 0.12400000000000011
24.03. , 1788094 , 1496502 , 291592 , 13045 , 1938 , 402 , 42961 , 320000 , false, 54, 0.12400000000000011
25.03. , 1893449 , 1568658 , 324791 , 14381 , 2142 , 440 , 47950 , 342000 , false, 55, 0.07390000000000008
26.03. , 2003953 , 1642433 , 361520 , 15853 , 2368 , 505 , 53174 , 364000 , false, 56, 0.07390000000000008
27.03. , 2119339 , 1717305 , 402034 , 17543 , 2624 , 546 , 58636 , 386000 , false, 57, 0.07390000000000008
28.03. , 2240099 , 1793213 , 446886 , 19370 , 2857 , 621 , 64340 , 408000 , false, 58, 0.07390000000000008
29.03. , 2365263 , 1868393 , 496870 , 21328 , 3142 , 698 , 70283 , 430000 , false, 59, 0.07390000000000008
30.03. , 2495385 , 1943822 , 551563 , 23415 , 3421 , 781 , 77309 , 455000 , false, 60, 0.07390000000000008
31.03. , 2630016 , 2017583 , 612433 , 25793 , 3730 , 876 , 84601 , 480000 , false, 61, 0.07390000000000008
01.04. , 2769923 , 2091118 , 678805 , 28388 , 4052 , 976 , 92159 , 505000 , false, 62, 0.07390000000000008
02.04. , 2914330 , 2162385 , 751945 , 29801 , 4452 , 1082 , 99975 , 530000 , false, 63, 0.07390000000000008
03.04. , 3062493 , 2230170 , 832323 , 31206 , 4863 , 1209 , 108036 , 555000 , false, 64, 0.07390000000000008
04.04. , 3214524 , 2295510 , 919014 , 32950 , 4991 , 1337 , 116333 , 580000 , false, 65, 0.07390000000000008
05.04. , 3370955 , 2356165 , 1014790 , 34732 , 5103 , 1479 , 124849 , 605000 , false, 66, 0.07390000000000008
06.04. , 3530798 , 2411778 , 1119020 , 36636 , 5150 , 1651 , 133566 , 630000 , false, 67, 0.07390000000000008
07.04. , 3693877 , 2461312 , 1232565 , 38661 , 5184 , 1833 , 142462 , 655000 , false, 68, 0.07390000000000008
08.04. , 3858790 , 2502597 , 1356193 , 40723 , 5221 , 2009 , 151508 , 680000 , false, 69, 0.07390000000000008
09.04. , 4024347 , 2533153 , 1491194 , 42787 , 5233 , 2198 , 160664 , 705000 , false, 70, 0.07390000000000008
10.04. , 4191557 , 2552847 , 1638710 , 45005 , 5145 , 2426 , 169891 , 730000 , false, 71, 0.07390000000000008
11.04. , 4359420 , 2558964 , 1800456 , 47330 , 4986 , 2686 , 179140 , 755000 , false, 72, 0.07390000000000008
12.04. , 4530901 , 2624682 , 1906219 , 49667 , 5158 , 2861 , 188627 , 780000 , false, 73, 0.07390000000000008
13.04. , 4706339 , 2689114 , 2017225 , 52031 , 5310 , 3033 , 198347 , 805000 , false, 74, 0.07390000000000008
14.04. , 4884860 , 2751794 , 2133066 , 54527 , 5511 , 3183 , 208293 , 830000 , false, 75, 0.07390000000000008
15.04. , 5067523 , 2813258 , 2254265 , 57035 , 5705 , 3359 , 218461 , 855000 , false, 76, 0.07390000000000008
16.04. , 5253152 , 2873245 , 2379907 , 59505 , 5902 , 3554 , 228846 , 880000 , false, 77, 0.07390000000000008
17.04. , 5442176 , 2931753 , 2510423 , 62036 , 6051 , 3771 , 239443 , 905000 , false, 78, 0.07390000000000008
18.04. , 5634477 , 2989060 , 2645417 , 64701 , 6186 , 3973 , 250247 , 930000 , false, 79, 0.07390000000000008
19.04. , 5829234 , 3043551 , 2785683 , 67102 , 6355 , 4161 , 263448 , 960000 , false, 80, 0.07390000000000008
20.04. , 6027897 , 3097454 , 2930443 , 69732 , 6479 , 4372 , 276883 , 990000 , false, 81, 0.07390000000000008
21.04. , 6229442 , 3150768 , 3078674 , 72417 , 6550 , 4605 , 290549 , 1020000 , false, 82, 0.07390000000000008
22.04. , 6434007 , 3203069 , 3230938 , 75121 , 6656 , 4811 , 304442 , 1050000 , false, 83, 0.07390000000000008
23.04. , 6641133 , 3253581 , 3387552 , 77927 , 6757 , 5061 , 318554 , 1080000 , false, 84, 0.07390000000000008
24.04. , 6850406 , 3302811 , 3547595 , 80722 , 6793 , 5311 , 332879 , 1110000 , false, 85, 0.07390000000000008
25.04. , 7063561 , 3352720 , 3710841 , 83408 , 6958 , 5560 , 347421 , 1140000 , false, 86, 0.07390000000000008
26.04. , 7277974 , 3402046 , 3875928 , 86328 , 7070 , 5811 , 362177 , 1170000 , false, 87, 0.07390000000000008
27.04. , 7494342 , 3452698 , 4041644 , 89330 , 7157 , 6074 , 377153 , 1200000 , false, 88, 0.07390000000000008
28.04. , 7714435 , 3505366 , 4209069 , 92293 , 7295 , 6316 , 392357 , 1230000 , false, 89, 0.07390000000000008
29.04. , 7937894 , 3560456 , 4377438 , 95321 , 7491 , 6562 , 407800 , 1260000 , false, 90, 0.07390000000000008
30.04. , 8164677 , 3615506 , 4549171 , 98403 , 7630 , 6817 , 423482 , 1290000 , false, 91, 0.07390000000000008
01.05. , 8392610 , 3667695 , 4724915 , 101613 , 7750 , 7102 , 439390 , 1320000 , false, 92, 0.07390000000000008
02.05. , 8623561 , 3719877 , 4903684 , 104793 , 7877 , 7394 , 455524 , 1350000 , false, 93, 0.07390000000000008
03.05. , 8856234 , 3769568 , 5086666 , 107854 , 7954 , 7698 , 471874 , 1380000 , false, 94, 0.07390000000000008
04.05. , 9092699 , 3820109 , 5272590 , 111193 , 8087 , 7977 , 488443 , 1410000 , false, 95, 0.07390000000000008
05.05. , 9331273 , 3869351 , 5461922 , 114627 , 8159 , 8266 , 505226 , 1440000 , false, 96, 0.07390000000000008
06.05. , 9570433 , 3915860 , 5654573 , 117846 , 8259 , 8570 , 522210 , 1470000 , false, 97, 0.07390000000000008
07.05. , 9812455 , 3962798 , 5849657 , 121399 , 8326 , 8868 , 539398 , 1500000 , false, 98, 0.07390000000000008
08.05. , 10057259 , 4008761 , 6048498 , 124847 , 8425 , 9158 , 556785 , 1530000 , false, 99, 0.07390000000000008
09.05. , 10302547 , 4052130 , 6250417 , 128345 , 8545 , 9489 , 574361 , 1560000 , false, 100, 0.07390000000000008
10.05. , 10550232 , 4094995 , 6455237 , 131874 , 8647 , 9803 , 592122 , 1590000 , false, 101, 0.07390000000000008
11.05. , 10800157 , 4137521 , 6662636 , 135439 , 8704 , 10131 , 610068 , 1620000 , false, 102, 0.07390000000000008
12.05. , 11050951 , 4178752 , 6872199 , 138967 , 8813 , 10433 , 628193 , 1650000 , false, 103, 0.07390000000000008
13.05. , 11304600 , 4218924 , 7085676 , 142594 , 8978 , 10756 , 646492 , 1680000 , false, 104, 0.07390000000000008
14.05. , 11559219 , 4258984 , 7300235 , 146245 , 9072 , 11065 , 664965 , 1710000 , false, 105, 0.07390000000000008
15.05. , 11815822 , 4299111 , 7516711 , 149882 , 9255 , 11395 , 683612 , 1740000 , false, 106, 0.07390000000000008
16.05. , 12074248 , 4337037 , 7737211 , 153556 , 9289 , 11722 , 702423 , 1770000 , false, 107, 0.07390000000000008
17.05. , 12332397 , 4371599 , 7960798 , 157160 , 9359 , 12037 , 721384 , 1800000 , false, 108, 0.07390000000000008
18.05. , 12592393 , 4404718 , 8187675 , 160887 , 9463 , 12354 , 740489 , 1830000 , false, 109, 0.07390000000000008
19.05. , 12853957 , 4438289 , 8415668 , 164687 , 9545 , 12673 , 759739 , 1860000 , false, 110, 0.07390000000000008
20.05. , 13115769 , 4468985 , 8646784 , 168478 , 9640 , 13007 , 779123 , 1890000 , false, 111, 0.07390000000000008
21.05. , 13378056 , 4498470 , 8879586 , 172187 , 9781 , 13358 , 798634 , 1920000 , false, 112, 0.07390000000000008
22.05. , 13640927 , 4524678 , 9116249 , 176080 , 9855 , 13723 , 818259 , 1950000 , false, 113, 0.07390000000000008
23.05. , 13904298 , 4549299 , 9354999 , 180004 , 9820 , 14094 , 837991 , 1980000 , false, 114, 0.07390000000000008
24.05. , 14169354 , 4575067 , 9594287 , 183985 , 9981 , 14425 , 857835 , 2010000 , false, 115, 0.07390000000000008
