Sun Mar 29 17:14:21 CEST 2020: ---------Ö------------2-------------------------
Building population..
0 1000000 2000000 3000000 4000000 5000000 6000000 7000000 8000000 9000000 10000000 11000000 12000000 13000000 14000000 15000000 16000000 17000000 18000000 19000000 20000000 21000000 22000000 23000000 24000000 25000000 26000000 27000000 28000000 29000000 30000000 31000000 32000000 33000000 34000000 35000000 36000000 37000000 38000000 39000000 40000000 41000000 42000000 43000000 44000000 45000000 46000000 47000000 48000000 49000000 50000000 51000000 52000000 53000000 54000000 55000000 56000000 57000000 58000000 59000000 60000000 61000000 62000000 63000000 64000000 65000000 66000000 67000000 68000000 69000000 70000000 71000000 72000000 73000000 74000000 75000000 76000000 77000000 78000000 79000000 80000000 81000000 82000000 
Sun Mar 29 17:15:09 CEST 2020: Datum, Betroffen, Erkrankt, Immun, Krankenhaus, Intensivstation, Gestorben, Positiv getestet, Gesamt getestet
14.04. , 4347610 , 2504082 , 1843528 , 47244 , 4651 , 2722 , 185338 , 830000 , false, 75, 0.12400000000000011
15.04. , 4629135 , 2680800 , 1948335 , 49399 , 4855 , 2855 , 195028 , 855000 , false, 76, 0.12400000000000011
16.04. , 4928620 , 2871123 , 2057497 , 51626 , 5039 , 3013 , 205406 , 880000 , false, 77, 0.12400000000000011
17.04. , 5250282 , 3079473 , 2170809 , 53830 , 5204 , 3168 , 216537 , 905000 , false, 78, 0.12400000000000011
18.04. , 5593372 , 3305370 , 2288002 , 56120 , 5303 , 3337 , 228484 , 930000 , false, 79, 0.12400000000000011
19.04. , 5959630 , 3550485 , 2409145 , 58367 , 5399 , 3519 , 243884 , 960000 , false, 80, 0.12400000000000011
20.04. , 6353091 , 3818537 , 2534554 , 60650 , 5533 , 3700 , 260446 , 990000 , false, 81, 0.12400000000000011
21.04. , 6774473 , 4111015 , 2663458 , 63023 , 5628 , 3898 , 278277 , 1020000 , false, 82, 0.12400000000000011
22.04. , 7226609 , 4430119 , 2796490 , 67524 , 5718 , 4110 , 297492 , 1050000 , false, 83, 0.12400000000000011
23.04. , 7708956 , 4776560 , 2932396 , 72370 , 5795 , 4297 , 318210 , 1080000 , false, 84, 0.12400000000000011
24.04. , 8227512 , 5154425 , 3073087 , 77126 , 6373 , 4494 , 340567 , 1110000 , false, 85, 0.12400000000000011
25.04. , 8785054 , 5568500 , 3216554 , 82136 , 7057 , 4716 , 364720 , 1140000 , false, 86, 0.12400000000000011
26.04. , 9382568 , 6019705 , 3362863 , 87414 , 7893 , 4930 , 390830 , 1170000 , false, 87, 0.12400000000000011
27.04. , 10024637 , 6513865 , 3510772 , 93098 , 8862 , 5143 , 419083 , 1200000 , false, 88, 0.12400000000000011
28.04. , 10715352 , 7055885 , 3659467 , 99099 , 9782 , 5374 , 449687 , 1230000 , false, 89, 0.12400000000000011
29.04. , 11458515 , 7649630 , 3808885 , 105771 , 10899 , 5604 , 482866 , 1260000 , false, 90, 0.12400000000000011
30.04. , 12254688 , 8291936 , 3962752 , 112861 , 12081 , 5802 , 518831 , 1290000 , false, 91, 0.12400000000000011
01.05. , 13108353 , 8988108 , 4120245 , 120338 , 13493 , 6027 , 557816 , 1320000 , false, 92, 0.12400000000000011
02.05. , 14012942 , 9626069 , 4386873 , 128513 , 14462 , 6415 , 599568 , 1350000 , false, 93, 0.12400000000000011
