Sat Mar 28 23:42:21 CET 2020: ---------Ö------------3-------------------------
Building population..
0 1000000 2000000 3000000 4000000 5000000 6000000 7000000 8000000 
Sat Mar 28 23:42:25 CET 2020: Datum, Betroffen, Erkrankt, Immun, Krankenhaus, Intensivstation, Gestorben, Positiv getestet, Gesamt getestet
30.01. , 238 , 238 , 0 , 0 , 0 , 0 , 0 , 1000 , false, 0, 0.30000000000000004
31.01. , 317 , 317 , 0 , 0 , 0 , 0 , 1 , 2000 , false, 1, 0.30000000000000004
01.02. , 417 , 417 , 0 , 0 , 0 , 0 , 2 , 3000 , false, 2, 0.30000000000000004
02.02. , 560 , 560 , 0 , 0 , 0 , 0 , 3 , 4000 , false, 3, 0.30000000000000004
03.02. , 723 , 723 , 0 , 0 , 0 , 0 , 4 , 5000 , false, 4, 0.30000000000000004
04.02. , 939 , 939 , 0 , 0 , 0 , 0 , 6 , 6000 , false, 5, 0.30000000000000004
05.02. , 1227 , 1227 , 0 , 0 , 0 , 0 , 8 , 7000 , false, 6, 0.30000000000000004
06.02. , 1601 , 1601 , 0 , 0 , 0 , 0 , 11 , 8000 , false, 7, 0.30000000000000004
07.02. , 2097 , 2097 , 0 , 5 , 0 , 0 , 15 , 9000 , false, 8, 0.30000000000000004
08.02. , 2726 , 2726 , 0 , 8 , 0 , 0 , 20 , 10000 , false, 9, 0.30000000000000004
09.02. , 3572 , 3569 , 3 , 9 , 2 , 0 , 30 , 11500 , false, 10, 0.30000000000000004
10.02. , 4665 , 4660 , 5 , 13 , 3 , 0 , 43 , 13000 , false, 11, 0.30000000000000004
11.02. , 6054 , 6047 , 7 , 12 , 4 , 0 , 59 , 14500 , false, 12, 0.30000000000000004
12.02. , 7820 , 7808 , 12 , 16 , 4 , 0 , 80 , 16000 , false, 13, 0.30000000000000004
13.02. , 10167 , 10155 , 12 , 25 , 4 , 0 , 108 , 17500 , false, 14, 0.30000000000000004
